25.743 66.255 0.15681
54.791 90.78 0.23683
84.539 22.248 0.92163
69.703 55.068 0.8652
78.085 64.033 0.53197
12.428 15.716 0.10263
17.972 14.041 0.042243
80.596 11.447 0.83486
18.588 45.578 0.58311
6.0685 25.578 0.80242
79.867 20.894 0.61533
20.364 79.053 0.87562
45.628 75.328 0.80674
60.028 69.765 0.15043
68.373 78.282 0.073218
88.16 78.647 0.81803
76.35 72.981 0.59896
27.961 15.214 0.010024
54.363 9.2979 0.8604
14.993 85.935 0.041953
32.68 82.173 0.46305
95.263 98.578 0.20001
13.367 70.9 0.6989
27.092 46.667 0.21931
2.3755 62.916 0.92055
3.8502 98.128 0.52081
53.635 10.145 0.71976
90.89 80.611 0.8496
38.894 99.078 0.50565
38.116 67.61 0.22577
2.7634 48.238 0.75856
83.148 61.716 0.39334
36.231 43.678 0.76046
84.001 94.23 0.28002
85.625 97.4 0.6077
39.026 97.943 0.71819
91.183 40.035 0.19124
32.127 17.579 0.098886
42.368 32.078 0.80179
97.743 29.23 0.7867
99.553 30.823 0.61972
62.767 37.585 0.40933
71.052 58.655 0.25971
15.816 69.408 0.6512
64.996 47.917 0.87126
34.275 89.363 0.7633
4.6557 82.612 0.65013
22.686 18.658 0.4822
7.7449 10.962 0.59297
62.346 49.661 0.3525
66.057 60.293 0.78806
43.277 70.034 0.44235
65.141 92.791 0.36087
16.934 91.3 0.63227
71.719 61.361 0.94816
91.548 62.05 0.25038
94.35 19.529 0.60989
35.911 28.331 0.7481
40.906 38.66 0.75347
99.12 5.296 0.85598
89.043 13.225 0.65783
97.413 16.3 0.68114
5.1442 74.962 0.72979
63.577 20.133 0.64249
1.7277 64.64 0.14522
8.6819 40.818 0.48396
41.097 13.541 0.86623
44.819 81.144 0.40857
47.363 51.768 0.81677
65.648 7.2399 0.8226
19.466 59.73 0.18013
95.89 95.802 0.77452
48.589 24.499 0.79241
59.19 4.7532 0.42006
21.708 56.72 0.81015
45.191 16.627 0.14966
52.543 21.508 0.30381
28.748 96.02 0.023614
68.785 50.531 0.99663
55.009 47.125 0.25391
69.438 73.154 0.30372
24.894 23.547 0.40032
98.595 81.516 0.75002
29.226 43.181 0.1766
4.1546 2.7837 0.073414
7.4088 25.379 0.39715
73.511 3.658 0.42812
23.071 80.492 0.47432
42.588 63.806 0.72051
30.89 44.247 0.0719
29.727 54.537 0.63848
72.108 99.747 0.53797
73.042 83.031 0.19952
52.364 93.38 0.67905
51.643 56.31 0.77503
55.676 12.854 0.49149
87.184 31.22 0.60238
49.758 33.665 0.5398
36.78 94.898 0.37266
28.043 72.428 0.65991
74.699 0.52039 0.99385
81.841 34.955 0.72731
67.063 21.013 0.66268
34.899 27.634 0.87166
88.691 23.219 0.22234
82.405 9.9373 0.73174
77.907 67.194 0.23169
0.10112 36.949 0.93535
51.391 91.648 0.59608
46.974 84.819 0.65924
53.421 54.241 0.13855
72.858 31.73 0.069576
96.372 88.382 0.050911
70.502 5.8981 0.54305
48.211 1.0306 0.31124
13.549 77.871 0.40785
33.847 17.021 0.53387
26.848 35.405 0.18854
37.875 84.105 0.95475
63.021 73.703 0.072503
1.2742 57.015 0.13613
20.693 53.608 0.024832
50.532 88.998 0.84114
93.731 7.84 0.75089
40.372 4.3333 0.62609
85.075 77.294 0.89066
94.871 92.376 0.21204
11.059 87.594 0.95083
57.304 51.194 0.95654
86.583 76.393 0.56732
17.103 86.361 0.45007
44.443 49.357 0.66297
8.3591 27.382 0.97783
12.538 53.192 0.47952
31.991 52.991 0.60214
74.306 74.18 0.93112
6.6096 39.284 0.65614
78.958 32.882 0.47837
9.1184 18.059 0.1416
98.483 63.464 0.48081
64.193 68.406 0.70122
79.484 8.1949 0.79893
15.347 71.414 0.74549
46.132 55.98 0.67402
67.851 66.57 0.59434
3.48 22.925 0.66515
10.235 14.617 0.59872
39.788 87.316 0.14992
47.688 95.484 0.98919
75.695 2.4643 0.62938
81.199 76.855 0.94332
92.717 24.643 0.66402
76.528 41.351 0.54779
23.779 33.341 0.32897
87.583 8.5272 0.58268
93.174 26.361 0.10977
25.057 28.868 0.18977
35.115 75.745 0.83939
31.112 37.311 0.22949
92.233 86.781 0.71114
86.004 59.027 0.57336
10.525 38.261 0.63846
80.162 52.18 0.20775
66.972 65.165 0.91967
59.773 89.762 0.46493
14.246 39.799 0.16789
83.772 45.303 0.61546
61.499 68.774 0.95537
11.885 71.783 0.19454
41.936 29.596 0.48067
33.007 57.756 0.16212
82.912 3.0149 0.57708
96.872 85.002 0.69041
30.123 58.024 0.24482
57.542 19.093 0.89747
19.956 36.455 0.89836
56.68 41.731 0.1477
26.135 46.352 0.62845
77.249 90.3 0.637
18.196 83.866 0.18523
0.8125 79.62 0.34131
9.7517 30.175 0.70567
16.368 65.906 0.94794
5.8152 50.195 0.58396
60.918 35.522 0.33266
61.626 93.891 0.53072
24.442 6.6352 0.02953
43.886 6.2754 0.10733
49.099 12.434 0.47487
37.078 42.283 0.56444
58.787 11.994 0.55536
58.281 26.952 0.63563
75.363 34.482 0.99919
21.333 60.539 0.23827
70.048 44.879 0.18447
90.235 42.853 0.067173
50.475 1.9596 0.32589
22.266 0.17602 0.89355
56.134 96.74 0.48265
89.902 48.887 0.62606
