72.154 0.42071 0.8092
25.158 62.943 0.10006
93.066 70.701 0.43894
71.228 95.806 0.11086
45.051 30.374 0.70732
96.602 0.75728 0.87666
45.264 47.258 0.13122
29.491 13.461 0.86826
45.561 35.191 0.90695
81.525 45.584 0.1492
59.673 3.7649 0.86333
79.734 37.39 0.36639
59.436 80.116 0.91589
78.385 36.495 0.1598
97.907 21.765 0.71037
24.1 47.603 0.66309
90.751 53.973 0.8931
99.77 11.734 0.66329
0.95298 89.91 0.40357
64.383 14.843 0.98708
91.521 37.842 0.10543
35.562 33.651 0.31803
43.333 59.376 0.12899
66.277 25.902 0.88077
50.526 25.357 0.40284
37.398 32.822 0.17691
92.014 12.903 0.17391
99.753 30.062 0.086029
77.942 2.6936 0.17521
12.864 24.515 0.57855
61.717 20.046 0.6158
91.864 88.235 0.88619
93.059 36.866 0.64322
20.254 62.773 0.73376
63.082 93.444 0.45325
59.076 10.864 0.26291
30.01 90.208 0.20818
80.765 24.413 0.68598
43.985 2.2087 0.77812
35.44 97.726 0.33815
40.36 31.95 0.73262
65.121 9.6706 0.44754
46.846 35.944 0.24977
96.81 2.2415 0.3101
8.5848 46.701 0.84546
4.587 99.819 0.26307
78.31 22.929 0.3298
41.786 6.9703 0.10415
69.838 85.875 0.13332
34.89 41.173 0.40427
84.431 79.866 0.39278
30.651 63.821 0.58021
30.881 94.053 0.80939
96.224 67.003 0.78639
15.393 42.483 0.65077
9.0859 70.225 0.44946
84.901 63.188 0.23747
61.382 73.92 0.12022
46.644 11.532 0.741
90.723 8.3474 0.30556
28.639 68.734 0.90127
51.742 36.151 0.64371
73.511 89.522 0.57494
83.686 82.163 0.025605
91.755 52.342 0.81366
65.079 73.262 0.6458
96.551 11.058 0.94559
92.781 35.912 0.37419
78.366 9.7547 0.17275
17.958 40.671 0.59082
38.216 32.165 0.62948
66.952 84.514 0.81328
11.634 37.858 0.084607
11.028 15.339 0.13065
61.675 11.328 0.61215
7.4375 89.84 0.22717
90.676 92.237 0.14304
14.128 72.341 0.56201
93.34 41.372 0.50075
27.53 62.551 0.65937
35.544 14.583 0.96748
33.757 67.063 0.79513
96.143 27.705 0.23039
62.135 0.61031 0.65188
31.131 83.391 0.21991
86.478 96.819 0.48968
11.083 70.464 0.96217
90.69 9.3722 0.76425
57.469 93.093 0.28928
9.5196 95.027 0.81222
4.3615 13.946 0.78155
4.3892 71.107 0.67692
91.162 75.765 0.054904
30.442 70.866 0.6361
63.794 35.012 0.015926
64.908 40.996 0.30833
78.23 38.83 0.394
87.565 65.583 0.080601
80.23 39.237 0.47874
9.4546 54.099 0.7412
28.754 94.55 0.67436
51.997 49.17 0.042413
36.296 23.85 0.9102
91.015 76.013 0.76174
34.095 51.242 0.035201
49.803 93.964 0.43773
51.907 5.8784 0.099996
2.3663 75.223 0.10007
77.672 61.024 0.26113
76.679 57.721 0.069764
70.578 53.561 0.56693
52.555 28.122 0.4577
88.228 42.322 0.214
38.516 83.697 0.75394
94.15 97.601 0.71077
39.275 31.843 0.091973
1.262 44.624 0.29463
49.323 43.616 0.045092
40.651 93.426 0.087487
55.009 90.426 0.22721
47.349 85.146 0.92704
58.138 57.708 0.37193
60.356 5.4806 0.88733
82.305 33.083 0.028468
91.141 23.428 0.33709
17.892 84.727 0.76494
9.1679 81.431 0.90648
24.812 99.409 0.76531
73.915 78.177 0.34233
38.377 27.926 0.81906
58.306 62.716 0.37498
22.135 22.997 0.0030369
54.498 28.683 0.68236
42.855 68.471 0.22958
12.599 26.801 0.26781
